year;gender;study_level;major;ai_usage_frequency;primary_ai_use;academic_integrity_training;study_hours_week;ai_hours_week;attendance_rate;assignment_completion_rate;exam_score;gpa
2023;male;undergraduate;business;weekly;coding help;yes;14.0;4.5;78.9;95.4;78.8;3.71
2025;male;undergraduate;social sciences;daily;research/reading;yes;13.4;7.0;90.5;100.0;82.8;3.68
2024;female;undergraduate;health sciences;daily;writing support;yes;13.9;3.4;81.7;70.8;74.4;3.4
2024;female;undergraduate;health sciences;weekly;studying/flashcards;yes;6.8;2.9;94.1;78.7;75.1;3.43
2023;male;undergraduate;computer science;daily;writing support;yes;7.8;8.3;86.8;65.7;68.7;3.18
2025;male;undergraduate;social sciences;weekly;concept explanation;yes;27.1;2.7;88.0;100.0;94.6;4.0
2025;male;undergraduate;business;daily;writing support;no;17.3;3.8;82.3;79.4;82.5;3.49
2025;female;undergraduate;arts humanities;weekly;research/reading;yes;25.7;2.4;87.8;91.1;92.9;3.84
2023;female;masters;computer science;weekly;concept explanation;no;18.4;2.3;92.1;94.8;93.2;4.0
2024;female;masters;computer science;weekly;research/reading;no;30.7;2.9;87.7;93.7;100.0;4.0
2025;female;masters;computer science;weekly;writing support;no;28.5;2.7;86.2;92.7;95.3;4.0
2023;female;undergraduate;engineering;weekly;writing support;no;7.3;2.8;86.4;70.3;73.5;3.41
2023;male;masters;business;weekly;coding help;no;20.5;2.6;100.0;100.0;93.2;4.0
2023;female;undergraduate;health sciences;weekly;studying/flashcards;no;9.1;3.4;78.4;80.9;76.2;3.62
2023;female;undergraduate;engineering;weekly;coding help;yes;21.4;5.0;90.8;87.7;94.6;4.0
2024;female;undergraduate;social sciences;weekly;research/reading;yes;20.3;2.2;94.0;98.5;93.2;4.0
2023;female;undergraduate;business;weekly;writing support;yes;27.7;1.9;96.2;93.7;100.0;4.0
2024;female;undergraduate;engineering;weekly;coding help;yes;18.4;3.0;92.8;90.8;84.1;3.86
2025;female;masters;arts humanities;weekly;studying/flashcards;yes;21.3;2.3;92.6;91.8;77.7;3.47
2024;female;undergraduate;social sciences;weekly;concept explanation;no;24.9;4.1;78.4;88.0;99.1;4.0
2025;male;undergraduate;social sciences;daily;translation;yes;9.8;8.3;100.0;83.6;92.1;3.86
2025;male;undergraduate;business;daily;research/reading;no;16.5;7.1;83.0;91.5;81.1;3.57
2024;male;masters;engineering;daily;writing support;yes;25.9;8.1;73.0;76.2;94.9;3.81
2023;female;masters;social sciences;daily;writing support;yes;20.5;6.4;88.3;86.2;85.2;3.77
2025;female;phd;arts humanities;daily;writing support;yes;22.4;4.7;96.8;83.2;94.5;3.84
2023;male;undergraduate;arts humanities;weekly;writing support;yes;12.8;3.8;83.6;92.9;82.0;3.56
2023;female;masters;computer science;never;coding help;no;18.65;0.2;89.4;100.0;78.2;3.56
2025;female;masters;computer science;daily;coding help;yes;17.9;5.9;95.9;83.6;89.8;3.76
2025;male;undergraduate;business;daily;concept explanation;no;10.4;7.3;89.6;85.4;79.6;3.54
2024;male;undergraduate;engineering;weekly;research/reading;no;21.2;7.4;82.8;79.6;86.4;3.81
2025;female;undergraduate;business;daily;concept explanation;yes;15.3;4.2;88.8;94.1;87.6;3.7
2024;male;undergraduate;business;rarely;other;yes;33.7;4.0;82.2;100.0;100.0;4.0
2025;male;undergraduate;engineering;daily;research/reading;yes;14.1;6.8;83.4;84.3;82.0;3.62
2025;male;phd;social sciences;weekly;writing support;yes;28.2;2.9;89.8;96.2;100.0;4.0
2023;male;undergraduate;computer science;rarely;writing support;no;20.9;2.1;91.5;94.2;81.8;3.78
2025;male;undergraduate;education;daily;writing support;yes;17.2;6.6;86.2;83.7;100.0;4.0
2023;female;undergraduate;health sciences;daily;coding help;yes;21.2;7.1;75.3;76.4;80.0;3.32
2024;female;undergraduate;computer science;weekly;writing support;yes;15.2;6.0;93.2;94.7;90.2;3.82
2024;male;undergraduate;education;rarely;studying/flashcards;yes;8.6;0.3;99.8;81.9;71.8;3.35
2023;male;undergraduate;engineering;daily;other;yes;19.5;6.7;77.3;88.8;80.2;3.87
2025;male;phd;social sciences;weekly;translation;yes;31.9;4.7;90.0;90.4;88.7;4.0
2023;female;undergraduate;engineering;rarely;concept explanation;yes;19.1;3.2;91.4;85.0;92.1;3.82
2024;female;phd;social sciences;weekly;studying/flashcards;yes;18.89;1.1;89.1;97.7;100.0;4.0
2024;male;undergraduate;engineering;daily;coding help;no;17.9;8.1;93.5;96.1;89.4;3.86
2025;female;undergraduate;social sciences;daily;concept explanation;yes;18.89;7.8;82.4;71.8;66.4;3.01
2023;nonbinary/other;undergraduate;engineering;weekly;writing support;yes;16.7;6.3;77.7;82.5;73.9;3.48
2023;female;masters;computer science;daily;writing support;yes;26.2;9.5;98.6;91.5;93.0;3.76
2024;female;undergraduate;health sciences;daily;studying/flashcards;no;17.9;6.6;90.8;90.1;95.6;3.82
2025;male;undergraduate;social sciences;daily;translation;yes;14.1;7.3;88.9;85.1;87.6;3.75
2025;male;undergraduate;business;daily;studying/flashcards;yes;16.4;4.9;88.0;86.1;85.0;3.68
2023;male;undergraduate;engineering;rarely;concept explanation;yes;22.8;1.4;95.0;93.6;93.6;4.0
2023;female;phd;business;weekly;coding help;yes;23.2;1.9;93.3;90.2;93.5;3.77
2024;male;undergraduate;computer science;weekly;research/reading;yes;33.3;2.2;93.4;97.7;100.0;4.0
2024;male;undergraduate;arts humanities;daily;studying/flashcards;yes;23.1;4.7;73.8;81.4;91.1;3.83
2025;male;undergraduate;computer science;daily;research/reading;no;11.5;6.2;89.4;83.8;79.5;3.38
2023;female;undergraduate;business;weekly;concept explanation;no;19.3;3.5;91.6;82.8;90.0;3.86
2023;male;phd;computer science;weekly;studying/flashcards;yes;24.4;4.9;96.2;99.3;95.7;3.86
2025;female;undergraduate;health sciences;weekly;coding help;no;18.8;4.8;89.8;83.4;93.6;3.87
2023;female;undergraduate;education;weekly;writing support;yes;19.2;2.5;85.1;81.7;90.3;3.72
2025;male;undergraduate;business;daily;concept explanation;no;17.9;7.4;84.1;79.4;87.1;3.77
2024;male;undergraduate;computer science;never;writing support;yes;16.7;0.2;100.0;100.0;92.1;3.97
2024;male;undergraduate;computer science;never;research/reading;yes;20.6;0.7;91.1;98.2;86.4;3.91
2025;male;masters;engineering;daily;writing support;no;14.7;4.1;94.6;88.9;73.4;3.28
2023;female;undergraduate;social sciences;weekly;writing support;yes;12.6;4.5;93.6;95.0;85.9;3.92
2023;male;undergraduate;engineering;weekly;coding help;yes;19.2;3.2;84.7;86.5;82.2;3.73
2025;female;undergraduate;business;daily;writing support;yes;23.7;5.0;94.5;86.5;97.5;4.0
2023;male;undergraduate;business;rarely;research/reading;yes;22.6;2.7;88.9;93.8;97.6;3.88
2023;male;undergraduate;computer science;weekly;writing support;yes;11.4;2.5;75.3;77.0;58.7;3.09
2023;male;undergraduate;education;weekly;other;no;27.2;2.0;79.7;89.0;95.7;4.0
2023;male;undergraduate;social sciences;weekly;research/reading;yes;14.7;4.4;88.5;72.0;74.5;3.14
2025;male;undergraduate;business;weekly;writing support;yes;19.3;2.9;92.8;100.0;98.2;4.0
2024;female;undergraduate;engineering;weekly;research/reading;no;29.2;3.4;92.0;96.3;96.3;4.0
2025;female;masters;computer science;daily;coding help;no;17.1;5.4;86.0;84.9;82.2;3.57
2025;male;undergraduate;social sciences;daily;writing support;yes;13.9;8.3;81.0;72.9;92.1;3.76
2024;female;undergraduate;engineering;weekly;studying/flashcards;yes;12.1;3.4;88.7;80.1;88.9;3.82
2025;female;undergraduate;arts humanities;weekly;studying/flashcards;yes;18.4;3.6;88.3;91.9;87.1;3.76
2023;male;undergraduate;health sciences;never;coding help;no;17.8;0.0;89.4;81.1;88.6;3.84
2023;female;masters;health sciences;rarely;studying/flashcards;yes;13.5;3.9;99.1;87.7;92.5;3.93
2023;male;undergraduate;social sciences;weekly;writing support;yes;17.4;4.8;86.7;94.5;84.9;3.84
2023;female;undergraduate;health sciences;rarely;coding help;no;13.1;2.6;100.0;92.1;80.0;3.8
2023;male;undergraduate;engineering;daily;translation;no;11.1;7.6;85.0;89.0;76.5;3.45
2025;female;masters;arts humanities;weekly;concept explanation;yes;13.0;0.3;84.0;87.6;82.2;3.36
2024;female;masters;engineering;weekly;writing support;yes;26.1;5.3;86.3;84.2;100.0;4.0
2023;male;undergraduate;business;weekly;concept explanation;yes;20.7;3.7;96.4;93.5;92.8;3.75
2023;female;undergraduate;health sciences;daily;coding help;yes;29.3;4.1;96.5;81.1;100.0;4.0
2024;male;masters;engineering;daily;research/reading;yes;11.3;6.6;95.3;74.3;71.2;3.1
2025;male;masters;social sciences;daily;research/reading;yes;21.2;7.4;82.3;73.9;80.9;3.56
2023;male;undergraduate;engineering;weekly;translation;yes;14.1;6.7;84.9;83.2;78.2;3.48
2025;male;undergraduate;health sciences;daily;studying/flashcards;yes;15.2;8.0;86.9;83.3;98.5;4.0
2025;female;undergraduate;computer science;daily;studying/flashcards;no;10.3;6.4;76.1;76.0;68.3;3.43
2024;male;phd;education;weekly;concept explanation;yes;34.8;3.3;90.9;96.6;100.0;4.0
2023;female;undergraduate;social sciences;rarely;writing support;yes;15.3;0.3;76.9;91.5;77.8;3.38
2024;female;undergraduate;business;weekly;concept explanation;yes;10.4;4.6;89.4;89.3;78.7;3.52
2024;female;undergraduate;social sciences;daily;writing support;yes;15.1;8.0;78.6;79.1;91.0;3.75
2025;female;masters;social sciences;weekly;other;yes;21.4;4.6;100.0;91.4;100.0;3.97
2023;female;phd;engineering;daily;concept explanation;yes;31.9;6.3;81.4;88.1;100.0;4.0
2024;female;undergraduate;business;daily;coding help;yes;19.8;5.8;78.7;74.6;81.9;3.62
2023;female;undergraduate;business;rarely;other;yes;18.6;0.0;80.6;92.9;77.5;3.62
2024;female;undergraduate;engineering;weekly;coding help;yes;14.5;5.3;82.7;76.5;80.7;3.66
2023;female;undergraduate;social sciences;rarely;studying/flashcards;yes;18.4;1.4;90.0;88.6;79.3;3.54
2025;female;undergraduate;health sciences;weekly;research/reading;yes;10.9;2.2;76.0;72.8;88.6;3.37
2024;male;undergraduate;education;weekly;concept explanation;no;7.9;3.8;83.1;84.8;81.5;3.39
2023;male;undergraduate;arts humanities;weekly;concept explanation;no;17.6;3.2;89.8;95.3;92.5;3.88
2023;male;undergraduate;engineering;weekly;writing support;yes;12.9;4.3;84.9;87.0;73.4;3.39
2024;male;undergraduate;computer science;weekly;studying/flashcards;yes;19.7;1.6;91.9;100.0;96.0;4.0
2025;male;undergraduate;business;weekly;coding help;yes;12.8;3.6;83.3;91.3;88.2;3.75
2025;female;undergraduate;social sciences;weekly;writing support;yes;15.0;2.1;76.6;89.1;81.0;3.7
2024;female;undergraduate;computer science;daily;research/reading;no;18.4;6.3;88.9;80.0;92.3;3.7
2024;female;phd;arts humanities;weekly;concept explanation;yes;34.4;4.4;89.8;72.4;100.0;3.89
2023;female;undergraduate;health sciences;never;studying/flashcards;yes;24.2;1.0;87.29;66.9;76.6;3.32
2023;male;undergraduate;engineering;rarely;studying/flashcards;no;13.1;1.8;86.2;80.0;83.2;3.55
2023;male;undergraduate;health sciences;weekly;other;yes;21.8;3.1;85.4;85.3;94.9;3.77
2025;male;undergraduate;engineering;daily;coding help;yes;23.4;5.1;77.7;100.0;82.5;3.82
2025;female;undergraduate;education;daily;research/reading;no;15.9;7.0;88.0;82.3;79.2;3.61
2023;female;masters;health sciences;daily;concept explanation;yes;11.8;8.2;90.6;84.9;83.4;3.64
2023;male;undergraduate;social sciences;weekly;translation;yes;19.7;3.0;84.6;89.3;77.3;3.62
2023;nonbinary/other;undergraduate;social sciences;weekly;concept explanation;yes;19.3;4.1;88.5;78.4;95.7;4.0
2023;female;undergraduate;social sciences;daily;coding help;yes;10.6;6.7;87.4;88.4;78.7;3.6
2025;male;undergraduate;health sciences;daily;coding help;yes;5.9;8.7;100.0;89.6;75.9;3.58
2025;male;undergraduate;education;daily;writing support;yes;17.4;4.4;84.9;86.2;84.8;3.73
2024;female;undergraduate;health sciences;weekly;research/reading;no;14.7;0.9;85.3;87.0;89.6;3.87
2025;female;undergraduate;social sciences;daily;research/reading;yes;18.2;7.0;86.5;91.0;79.9;3.67
2024;female;undergraduate;social sciences;weekly;research/reading;yes;22.2;0.7;82.5;94.0;77.9;3.57
2023;female;undergraduate;business;weekly;research/reading;yes;14.8;3.0;80.8;84.1;76.1;3.46
2024;male;undergraduate;arts humanities;weekly;concept explanation;no;18.6;5.6;92.9;86.9;96.8;4.0
2025;male;undergraduate;business;weekly;coding help;yes;15.1;3.6;91.2;84.4;78.2;3.51
2024;female;undergraduate;social sciences;daily;writing support;yes;21.4;4.8;86.8;90.1;86.0;3.63
2023;female;undergraduate;arts humanities;rarely;writing support;no;11.7;0.4;80.1;78.9;78.3;3.49
2024;female;undergraduate;business;weekly;studying/flashcards;yes;22.4;4.4;93.6;100.0;100.0;4.0
2023;female;undergraduate;business;daily;translation;yes;15.8;7.2;96.2;86.8;84.2;3.67
2023;male;undergraduate;computer science;rarely;research/reading;yes;18.3;2.4;94.3;83.2;98.8;3.95
2023;male;masters;computer science;weekly;research/reading;yes;16.2;2.3;97.1;87.7;93.5;4.0
2024;male;undergraduate;education;daily;concept explanation;yes;12.8;8.9;88.9;85.4;83.0;3.65
2025;male;undergraduate;business;daily;other;yes;16.2;6.8;88.7;89.4;74.1;3.55
2025;female;undergraduate;education;daily;coding help;yes;18.3;6.1;87.7;82.9;82.7;3.7
2024;female;undergraduate;computer science;daily;writing support;yes;16.4;7.3;86.3;78.5;83.8;3.46
2025;male;undergraduate;engineering;weekly;research/reading;yes;8.1;4.7;100.0;80.3;87.66;3.74
2024;male;masters;health sciences;weekly;writing support;yes;31.7;2.6;92.6;95.2;88.6;3.95
2025;male;undergraduate;engineering;daily;writing support;yes;14.6;7.7;87.29;83.3;76.9;3.3
2024;male;undergraduate;social sciences;daily;writing support;yes;18.3;6.3;94.4;96.2;89.3;3.81
2024;female;undergraduate;social sciences;daily;writing support;yes;26.0;6.5;89.0;88.8;91.1;3.92
2025;male;undergraduate;business;daily;writing support;no;21.2;5.9;76.5;82.2;85.0;3.46
2025;female;undergraduate;arts humanities;weekly;concept explanation;no;12.6;0.7;89.8;88.6;75.1;3.54
2023;female;undergraduate;business;rarely;concept explanation;yes;9.7;3.0;90.6;85.1;78.6;3.82
2024;female;undergraduate;education;rarely;writing support;no;21.0;0.0;91.5;100.0;71.7;3.55
2023;male;undergraduate;education;rarely;writing support;yes;18.1;0.0;78.4;70.9;74.0;3.38
2023;female;undergraduate;education;daily;concept explanation;no;14.5;7.7;97.7;89.0;94.1;3.98
2024;female;undergraduate;business;weekly;studying/flashcards;yes;14.7;4.6;81.6;76.4;78.9;3.3
2025;female;masters;arts humanities;weekly;writing support;yes;30.5;3.2;87.4;77.8;99.8;4.0
2024;female;undergraduate;engineering;weekly;concept explanation;yes;24.9;4.5;93.7;89.5;89.9;4.0
2024;male;undergraduate;social sciences;weekly;studying/flashcards;yes;6.2;3.2;81.0;85.7;75.0;3.31
2024;male;undergraduate;business;weekly;writing support;yes;24.9;2.3;82.0;87.0;77.5;3.56
2023;female;masters;education;weekly;concept explanation;no;20.3;2.3;99.2;84.0;92.8;3.99
2023;male;undergraduate;business;weekly;writing support;no;13.3;3.8;88.1;82.3;68.4;3.22
2024;female;undergraduate;business;never;studying/flashcards;yes;18.3;0.2;81.3;82.3;86.0;3.66
2024;female;masters;engineering;weekly;research/reading;yes;20.7;1.7;88.4;91.0;89.4;3.8
2023;female;undergraduate;engineering;weekly;coding help;no;22.9;4.9;80.3;81.9;79.3;3.52
2024;female;undergraduate;health sciences;never;research/reading;no;11.4;0.0;91.1;93.0;94.7;4.0
2024;female;undergraduate;engineering;weekly;coding help;yes;23.9;4.6;94.6;77.5;98.6;4.0
2025;female;undergraduate;computer science;weekly;writing support;yes;16.6;2.3;87.0;78.3;91.3;3.72
2024;male;undergraduate;computer science;daily;studying/flashcards;yes;18.9;7.0;91.6;70.0;100.0;4.0
2024;nonbinary/other;undergraduate;arts humanities;rarely;writing support;yes;28.3;2.8;91.7;100.0;97.2;4.0
2024;female;undergraduate;engineering;daily;research/reading;yes;13.2;8.2;86.7;89.5;100.0;4.0
2025;female;undergraduate;computer science;weekly;research/reading;yes;20.9;1.8;85.5;93.2;80.2;3.66
2023;male;undergraduate;engineering;weekly;coding help;no;6.2;2.7;92.7;89.7;76.4;3.6
2023;female;undergraduate;computer science;weekly;coding help;no;24.5;1.9;79.4;83.8;92.9;4.0
2025;female;undergraduate;social sciences;rarely;writing support;no;16.5;1.3;84.8;85.9;85.4;3.71
2024;female;undergraduate;engineering;weekly;concept explanation;yes;16.6;2.7;86.0;67.8;83.8;3.53
2024;female;undergraduate;engineering;daily;studying/flashcards;yes;23.5;6.4;93.7;92.7;100.0;4.0
2025;female;undergraduate;computer science;rarely;writing support;yes;19.0;0.0;80.8;91.6;90.5;4.0
2023;female;masters;engineering;weekly;research/reading;no;20.2;1.1;89.7;83.0;66.8;3.21
2024;male;undergraduate;engineering;daily;coding help;yes;18.3;6.8;85.9;99.7;89.8;3.9
2025;female;undergraduate;computer science;daily;coding help;yes;21.4;8.5;80.7;89.8;84.7;3.98
2023;male;undergraduate;arts humanities;rarely;writing support;yes;16.4;0.0;81.3;77.2;71.5;3.24
2024;female;undergraduate;computer science;weekly;concept explanation;yes;18.5;2.8;84.1;93.5;78.4;3.5
2024;male;undergraduate;social sciences;weekly;concept explanation;no;31.2;5.1;82.5;100.0;100.0;4.0
2024;male;undergraduate;engineering;daily;research/reading;yes;21.2;8.5;89.2;85.9;84.7;3.56
2025;male;masters;engineering;daily;concept explanation;yes;20.6;8.4;85.7;79.7;84.9;3.49
2025;female;undergraduate;computer science;daily;research/reading;yes;25.1;7.9;86.7;88.3;90.5;3.81
2025;male;undergraduate;engineering;weekly;writing support;no;18.0;2.6;94.2;95.8;88.6;3.58
2024;male;undergraduate;business;weekly;concept explanation;yes;12.2;4.5;83.3;86.9;69.9;3.22
2024;female;undergraduate;health sciences;weekly;studying/flashcards;no;11.2;2.7;89.5;77.0;87.66;3.04
2024;male;undergraduate;social sciences;daily;writing support;no;23.7;5.7;83.7;88.7;98.9;4.0
2025;male;undergraduate;business;weekly;research/reading;yes;16.6;3.8;83.7;93.0;93.9;4.0
2023;female;undergraduate;computer science;rarely;studying/flashcards;yes;14.4;4.0;88.9;67.6;80.9;3.61
2023;female;masters;arts humanities;weekly;writing support;no;16.6;4.5;99.5;87.8;95.8;4.0
2025;male;undergraduate;computer science;daily;writing support;yes;27.4;5.7;80.7;94.6;100.0;4.0
2023;female;undergraduate;engineering;daily;concept explanation;yes;23.5;8.2;88.5;84.7;100.0;3.87
2025;female;masters;engineering;weekly;research/reading;no;19.0;4.9;78.1;80.2;92.7;3.94
2024;male;undergraduate;engineering;daily;research/reading;yes;28.5;10.0;88.8;97.3;100.0;4.0
2024;female;undergraduate;business;weekly;concept explanation;yes;13.2;1.4;70.7;76.3;83.8;3.71
2023;male;undergraduate;business;weekly;research/reading;no;17.9;2.3;84.8;82.2;83.0;3.6
2023;female;undergraduate;social sciences;weekly;research/reading;yes;27.2;3.4;84.1;91.3;77.7;3.6
2025;female;undergraduate;social sciences;weekly;concept explanation;yes;19.4;3.2;88.6;88.0;85.2;3.71
2023;male;undergraduate;business;weekly;coding help;no;17.6;2.4;79.3;73.6;83.7;3.52
2024;female;undergraduate;health sciences;weekly;writing support;yes;17.4;3.5;98.0;98.9;85.4;3.78
2023;female;undergraduate;business;weekly;studying/flashcards;yes;14.6;4.9;93.3;90.8;98.4;4.0
2023;female;undergraduate;computer science;weekly;research/reading;no;31.7;6.5;82.0;93.1;97.2;4.0
2023;female;masters;computer science;weekly;concept explanation;no;29.8;2.0;83.4;98.2;100.0;4.0
2025;female;undergraduate;engineering;weekly;coding help;yes;25.9;5.1;93.6;86.4;100.0;4.0
2025;male;phd;arts humanities;weekly;research/reading;no;29.4;2.6;100.0;95.4;96.3;4.0
2023;male;phd;engineering;weekly;writing support;yes;18.89;4.1;85.5;88.0;93.5;3.97
2023;female;undergraduate;business;daily;studying/flashcards;yes;15.2;8.1;88.5;78.4;86.8;3.8
2025;male;undergraduate;health sciences;daily;research/reading;no;10.5;7.1;83.5;89.9;83.6;3.64
2024;female;undergraduate;engineering;daily;research/reading;yes;20.8;5.7;89.9;90.5;100.0;4.0
2025;female;undergraduate;health sciences;daily;coding help;yes;15.8;5.8;84.6;75.0;77.0;3.43
2023;male;undergraduate;computer science;never;studying/flashcards;yes;18.6;1.1;84.1;79.0;83.7;3.56
2024;male;undergraduate;arts humanities;weekly;writing support;yes;14.0;0.6;81.5;74.3;75.0;3.35
2024;female;undergraduate;social sciences;rarely;concept explanation;yes;18.6;1.6;85.7;80.6;84.8;3.82
2023;female;masters;engineering;weekly;coding help;no;16.8;4.1;85.1;90.7;82.2;3.55
2025;female;undergraduate;health sciences;rarely;studying/flashcards;yes;25.1;3.1;73.9;74.3;91.0;3.63
2025;female;phd;computer science;daily;coding help;yes;32.8;5.6;82.4;91.5;100.0;4.0
2023;female;undergraduate;computer science;daily;studying/flashcards;yes;6.4;6.0;90.5;91.6;79.0;3.53
2023;female;undergraduate;computer science;weekly;other;yes;21.4;6.7;94.0;88.6;100.0;4.0
2023;nonbinary/other;undergraduate;business;daily;studying/flashcards;yes;12.4;7.2;77.5;93.0;91.1;3.92
2025;male;masters;social sciences;weekly;studying/flashcards;yes;20.1;1.8;94.8;79.5;77.6;3.57
2025;female;undergraduate;business;daily;writing support;no;14.4;7.0;86.3;77.8;79.7;3.3
2023;male;undergraduate;engineering;rarely;studying/flashcards;yes;25.2;2.1;94.7;74.8;99.7;3.92
2024;male;undergraduate;engineering;daily;writing support;yes;12.6;5.1;86.9;85.5;77.7;3.45
2023;male;undergraduate;engineering;weekly;writing support;no;8.3;5.2;83.7;69.3;59.7;3.74
2023;female;undergraduate;engineering;weekly;coding help;yes;19.1;6.1;88.3;86.9;95.4;4.0
2024;female;undergraduate;arts humanities;daily;research/reading;no;15.2;5.9;83.9;83.6;86.7;3.76
2024;male;undergraduate;engineering;weekly;research/reading;yes;10.3;5.8;80.2;91.3;76.0;3.56
2024;female;undergraduate;engineering;daily;research/reading;yes;10.9;8.0;83.2;76.4;76.3;3.46
2025;male;undergraduate;health sciences;rarely;coding help;yes;11.3;0.0;83.9;86.5;80.8;3.75
2023;female;undergraduate;education;weekly;studying/flashcards;yes;25.3;3.8;86.2;87.7;94.5;3.9
2023;nonbinary/other;undergraduate;business;never;studying/flashcards;yes;11.9;0.0;84.7;84.6;64.6;3.18
2024;female;undergraduate;business;daily;concept explanation;no;18.1;8.1;96.2;86.6;88.1;3.91
2025;male;undergraduate;business;daily;coding help;no;15.5;6.9;88.4;97.0;87.2;3.76
2023;female;undergraduate;health sciences;rarely;concept explanation;yes;18.65;0.0;97.5;88.2;78.9;3.5
2025;female;undergraduate;engineering;weekly;concept explanation;yes;12.5;2.7;91.8;73.2;82.4;3.67
2024;female;phd;engineering;rarely;studying/flashcards;no;26.4;2.4;89.8;95.1;100.0;4.0
2024;male;undergraduate;computer science;daily;research/reading;no;28.4;7.1;100.0;100.0;100.0;4.0
2024;male;undergraduate;arts humanities;weekly;coding help;yes;23.1;3.5;84.6;79.0;87.5;3.67
2024;male;masters;arts humanities;weekly;concept explanation;yes;23.5;2.8;82.6;81.0;100.0;4.0
2024;male;undergraduate;business;weekly;studying/flashcards;yes;14.9;2.4;85.1;94.5;84.6;3.8
2024;male;undergraduate;social sciences;weekly;concept explanation;yes;28.8;1.3;92.8;96.1;100.0;4.0
2025;male;undergraduate;engineering;weekly;research/reading;no;10.9;3.6;91.0;75.0;81.1;3.54
2023;male;masters;social sciences;weekly;concept explanation;yes;18.1;5.2;82.2;82.1;92.8;3.66
2025;male;undergraduate;engineering;weekly;coding help;yes;9.8;4.6;86.0;86.0;75.8;3.28
2025;female;undergraduate;engineering;daily;coding help;yes;12.9;7.0;78.7;90.8;88.6;3.82
2024;female;undergraduate;social sciences;daily;writing support;yes;14.6;7.0;83.4;87.9;90.8;3.76
2024;female;undergraduate;engineering;daily;concept explanation;yes;17.7;5.5;82.3;84.6;89.5;3.85
2023;female;undergraduate;arts humanities;never;studying/flashcards;yes;16.0;0.0;95.3;81.9;81.5;3.62
2023;male;undergraduate;health sciences;rarely;writing support;no;29.1;2.1;80.5;97.0;96.1;4.0
2024;female;undergraduate;social sciences;weekly;concept explanation;yes;12.9;6.0;81.1;73.7;64.5;3.74
2025;female;masters;social sciences;daily;coding help;yes;19.7;7.5;89.6;77.8;89.5;3.86
2023;nonbinary/other;undergraduate;health sciences;rarely;writing support;yes;11.4;2.3;82.2;71.5;81.5;3.62
2025;female;masters;business;weekly;concept explanation;yes;17.6;3.4;90.7;72.8;77.4;3.47
2024;male;undergraduate;education;daily;concept explanation;yes;10.6;6.1;84.2;79.5;88.8;3.9
2023;male;masters;engineering;weekly;concept explanation;no;25.9;2.3;87.5;90.2;97.9;4.0
2025;male;undergraduate;education;weekly;coding help;yes;12.6;4.7;89.8;81.8;79.1;3.46
2025;female;undergraduate;computer science;weekly;writing support;yes;16.3;3.7;86.5;81.9;95.8;3.94
2024;female;undergraduate;social sciences;weekly;writing support;yes;26.1;4.3;90.3;86.8;95.2;4.0
2025;male;undergraduate;social sciences;weekly;concept explanation;yes;13.6;1.5;93.2;90.4;79.7;3.63
2023;female;undergraduate;business;daily;writing support;no;16.2;7.4;98.6;90.3;94.5;4.0
2023;male;masters;social sciences;rarely;writing support;yes;13.0;2.0;100.0;79.7;72.9;3.23
2023;male;undergraduate;business;weekly;coding help;yes;12.7;4.1;85.3;87.5;73.2;3.5
2023;male;undergraduate;business;weekly;research/reading;yes;18.89;2.6;95.0;97.6;100.0;4.0
2024;male;undergraduate;arts humanities;weekly;concept explanation;yes;4.4;4.4;89.9;69.4;63.9;3.74
2024;female;undergraduate;health sciences;daily;concept explanation;yes;20.6;8.2;94.8;93.4;91.0;4.0
2024;male;undergraduate;social sciences;daily;writing support;no;11.2;3.7;90.3;72.4;92.5;3.73
2024;female;undergraduate;business;daily;writing support;yes;21.3;9.1;80.1;93.5;99.3;4.0
2025;female;undergraduate;computer science;daily;writing support;yes;22.3;8.1;95.4;89.8;91.8;3.79
2023;female;undergraduate;computer science;weekly;concept explanation;no;18.65;4.2;93.1;97.3;89.6;3.78
2023;female;undergraduate;engineering;rarely;other;yes;15.2;2.3;97.7;93.8;85.1;3.82
2024;male;masters;engineering;daily;writing support;yes;23.2;6.2;85.3;87.5;85.4;3.6
2023;female;undergraduate;business;weekly;writing support;yes;20.8;2.1;92.9;77.1;95.4;3.87
2023;male;masters;business;weekly;coding help;yes;14.0;3.6;94.4;82.9;79.9;3.74
2024;male;masters;computer science;daily;studying/flashcards;yes;27.6;7.9;86.3;73.8;100.0;4.0
2025;female;undergraduate;health sciences;never;other;yes;20.6;0.0;86.5;74.5;88.6;3.64
2024;female;masters;engineering;weekly;translation;yes;18.89;5.1;87.1;78.2;94.4;3.85
2023;male;undergraduate;business;daily;translation;yes;19.0;5.9;86.4;78.3;93.6;3.78
2024;female;undergraduate;engineering;daily;writing support;yes;22.3;8.9;83.3;84.0;94.7;3.84
2023;female;undergraduate;engineering;weekly;coding help;yes;17.4;6.3;94.8;98.8;82.0;3.65
2023;female;undergraduate;business;rarely;coding help;yes;15.3;1.7;94.9;73.0;81.4;3.51
2023;male;masters;computer science;never;research/reading;no;13.6;2.0;94.5;80.7;72.3;3.41
2024;nonbinary/other;masters;engineering;weekly;studying/flashcards;yes;28.0;3.8;88.0;82.9;100.0;4.0
2024;male;phd;engineering;daily;concept explanation;yes;31.6;4.9;95.6;91.3;100.0;4.0
